serial_no , match_event_id , location_x , location_y , remaining_sec , distance_of_shot , remaining_min , power_of_shot , knockout_match , remaining_sec , distance_of_shot , team_id , match_id , type_of_combined_shot , type_of_shot , home/away , date of game , range_of_shot , area_of_shot , shot_basics , remaining_min , power_of_shot , knockout_match , game_season , shot_id_number , is_goal 
16526,52,77,44,12,28,92.2,1,0,12,28,1610612747,21000079,3,27,35,1216,2,4,4,5,1,0,14,16527,1
16527,58,23,14,16,22,56.64,1,0,16,22,1610612747,21000079,3,4,35,1216,1,0,3,4,1,0,14,16528,1
16528,72,69,31,48,27,2,1,0,48,27,1610612747,21000079,3,39,35,1216,1,0,4,2,3,0,14,16529,0
16530,194,233,37,57,43,2,2,0,57,43,1610612747,21000079,3,55,35,1216,4,4,7,2,2,0,14,16531,0
16532,286,61,151,42,36,26.64,3,0,42,36,1610612747,21000079,3,53,38,1216,3,3,2,6,3,0,14,16533,0
16533,312,-7,50,10,25,3,89.36,91.928,10,25,1610612747,21000079,2,39,35,1216,1,0,4,3,3,0,14,16534,0
16535,457,-218,112,1,44,4,4,0,1,52.4,1610612747,21000079,3,42,35,1216,4,1,1,4,4,0,14,16536,0
16536,3,200,184,23,47,11,67.36,79.608,23,47,1610612747,21000094,3,39,37,1217,4,3,1,11,1,0,9,16537,0
16537,17,159,146,17,41,9,15.99410934,57.928,17,41,1610612747,21000094,3,39,37,1217,3,3,2,9,1,0,9,16538,0
16538,45,-119,175,33,41,5,95.36,0,33,41,1610612747,21000094,3,39,37,1217,3,1,2,5,1,0,14,16539,0
16539,50,154,7,3,35,5,15.99410934,0,3,35,1610612747,21000094,3,38,37,1217,2,4,2,5,1,0,14,16540,1
16540,52,-90,124,34,35,4,1,114.928,34,35,1610612747,21000094,3,39,37,1217,2,2,2,4,1,0,14,16541,1
16542,190,13,85,9,28,3,2,0,9,28,1610612747,21000094,3,15,37,1217,2,0,4,3,2,0,14,16543,0
16543,199,-240,91.1269335,37,44,2,15.99410934,0,37,44,1610612747,21000094,3,39,37,1217,1,2,6,2,3,0,14,16544,0
16544,247,-21,36,48,24,11,92.36,20.8,48,38.8018519,1610612747,21000094,3,26,37,1217,1,0,4,11,3,0,9,16545,1
16545,250,-5,224,13,42,11,3,0,13,42,1610612747,21000094,3,29,37,1217,3,0,2,11,3,0,14,16546,0
16546,287,21,9,19,22,6,3,85.8,39.02730256,22,1610612747,21000094,4,39,37,1217,1,0,3,6,3,0,14,16547,0
16547,5,141,140,37,39,11,1,0,37,39,1610612747,21000107,3,36,12,1218,3,3,2,11,1,0,14,16548,0
16548,249.576028,103,72,28.32938185,32,10,49.36,0,30,32,1610612747,21000107,3,39,12,1218,2,4,2,10,1,0,9,16549,1
16550,31,176,104,57,40,93.64,1,115.608,57,40,1610612747,21000107,3,39,12,1218,3,4,2,0,1,0,14,16551,0
16551,38,-128,91.1269335,57,36,7,1,0,57,36,1610612747,21000107,3,36,12,1218,3,1,2,7,1,0,14,16552,0
16552,40,155,219,40,46,7,1,0,40,46,1610612747,21000107,3,36,12,1218,4,3,1,7,1,0,14,16553,0
16553,78,133,172,22,41,4,1,0,56.7856,58.4,1610612747,21000107,3,36,12,1557,3,3,2,4,1,0,14,16554,1
16556,202,135,153,16,40,18.20461483,2,48.8,16,40,1610612747,21000107,3,39,38,1218,3,3,2,5,2,0,14,16557,0
16558,249.576028,-153,56,57,36,1,82.36,0,57,36,1610612747,21000107,3,39,12,1218,3,2,2,1,2,0,14,16559,1
16559,257,-168,105,9,39,1,2,0,9,39,1610612747,21000107,3,39,12,1218,3,2,2,1,2,0,9,16560,1
16560,264,-169,181,36,44,0,80.36,0,36,44,1610612747,21000107,3,11,12,1218,4,1,1,0,2,0,14,16561,1
16561,266,-60,217,2,42,0,2,36.8,2,42,1610612747,21000107,3,7,12,1557,3,0,2,0,2,0,14,16562,1
16562,277,-172,91.1269335,45,45,11,3,0,45,45,1610612747,21000107,3,39,12,1218,4,1,1,0,3,0,9,16563,1
16563,288,-160,206,48,46,10,3,0,48,46,1610612747,21000107,3,39,12,1218,4,1,1,10,3,0,14,16564,0
16564,318,29,195,5,39,8,3,46.8,5,39,1610612747,21000107,3,39,12,1557,3,0,2,8,3,0,14,16565,1
16565,321,108,225,34,44,7,3,0,34,44,1610612747,21000107,3,39,12,1218,4,3,2,7,3,0,14,16566,0
16567,368,-188,7,55,38,3,53.36,0,55,38,1610612747,21000107,3,39,12,1218,3,2,2,3,3,0,14,16568,0
16568,378,-43,39,28.32938185,25,3,59.36,0,13,76.4,1610612747,21000107,3,36,12,1218,1,0,4,3,3,0,14,16569,0
16569,470,-13,63,17,33.44888431,7,4,0,17,26,1610612747,21000107,3,39,12,1218,1,0,4,7,4,0,14,16570,0
16570,477,-18,15,49,22,6,15.99410934,0,121.7216,22,1610612747,21000107,4,39,12,1218,1,0,3,6,4,0,14,16571,0
16571,512,-92,41,56,30,78.64,114.36,0,58.2,30,1610612747,21000107,3,13,12,1218,2,2,2,2,4,0,9,16572,0
16572,537,7.383876043,6,53,21,1,15.99410934,0,25.2,41.4,1610612747,21000107,3,39,12,1218,1,0,3,0,4,0,9,16573,0
16573,543,18,37,8,24,1,4,0,8,24,1610612747,21000107,3,39,12,1218,1,0,4,1,4,0,14,16574,0
16574,546,-37,67,41,27,0,4,0,41,27,1610612747,21000107,3,22,12,1218,1,0,4,0,4,0,14,16575,1
16576,25,-127,156,46,40,9,1,0,46,56.728,1610612747,21000120,3,39,9,1219,3,1,2,9,1,0,14,16577,0
16577,45,-16,91.1269335,33,23,7,1,0,33,23,1610612747,21000120,3,27,9,1219,1,0,3,7,1,0,9,16578,0
16580,88,-172,64,20,38,4,1,95.608,20,38,1610612747,21000120,3,14,9,1219,3,2,2,4,1,0,14,16581,0
16581,249.576028,39,137,5,34,3,15.99410934,58.35232,5,47.728,1610612747,21000120,3,39,9,1219,2,0,4,3,1,0,14,16582,1
16582,224,108,55,6,32,6,2,45.608,6,38.8018519,1610612747,21000120,3,38,9,1219,2,4,2,6,2,0,14,16583,0
16583,247,171,187,24,45,4,2,0,24.2,67.4,1610612747,21000120,3,42,9,1219,4,3,1,4,2,0,14,16584,0
16584,249,124,143,20,38,34.2,2,0,20,49.4,1610612747,21000120,3,22,9,1219,3,3,2,4,2,0,14,16585,1
16585,256,13,-2,58,21,3,2,0,58,106.4,1610612747,21000120,3,39,9,1219,1,0,3,3,2,0,14,16586,1
16586,282,-171,102,46,39,2,2,0,46,39,1610612747,21000120,3,39,9,1219,3,2,2,2,2,0,14,16587,0
16587,308,-128,126,12,37,114.2,118.36,0,89.2,37,1610612747,21000120,3,39,9,1219,3,1,2,1,2,0,9,16588,0
16588,313,26,11,37,22,0,2,0,37.2,22,1610612747,21000120,3,32,9,1219,1,0,3,0,2,0,14,16589,1
16589,323,7,511,0,71,0,15.99410934,0,0,68.4,1610612747,21000120,3,39,9,1219,0,0,0,0,2,0,14,16590,0
16590,328,155,160,45,42,11,3,40.608,86.7856,42,1610612747,21000120,3,39,9,1219,3,3,2,11,3,0,9,16591,1
16591,331,132,25,10,33,11,3,0,10,25.4,1610612747,21000120,3,15,9,1219,2,4,2,11,3,0,14,16592,1
16592,333,111,198,44,42,70.64,3,0,44,14.4,1610612747,21000120,3,22,9,1219,3,3,2,10,3,0,14,16593,0
16593,353,34,244,59,44,18.20461483,21.36,0,59,38.8018519,1610612747,21000120,3,39,9,1557,4,0,1,7,3,0,14,16594,0
16595,384,-205,153,9,45,5,3,112.928,43.2,45,1610612747,21000120,3,39,9,1219,4,1,1,5,3,0,9,16596,1
16596,387,-220,124,32,45,4,3,48.8,94.7856,45,1610612747,21000120,3,39,9,1219,4,1,1,4,3,0,14,16597,1
16598,437,-142,66,33,35,0,3,48.608,39.02730256,35,1610612747,21000120,3,39,9,1219,2,2,2,0,3,0,9,16599,0
16600,514,-175,197,11,46,84.64,4,0,11,46,1610612747,21000120,3,36,9,1219,4,1,1,6,4,0,9,16601,0
16601,518,-163,58,26,37,5,33.36,0,26,38.8018519,1610612747,21000120,0,39,38,1557,3,2,2,5,3,0,14,16602,0
16602,532,168,198,52,45,3,19.36,114.928,52,45,1610612747,21000120,3,39,9,1219,4,3,1,0,4,0,14,16603,0
16605,249.576028,31,255,2,45,1,4,0,2,84.728,1610612747,21000120,3,39,9,1219,4,0,1,1,4,0,14,16606,0
16607,4,-187,0,28.32938185,38,48.64,1,0,19,38,1610612747,21000143,3,39,38,1220,3,2,2,11,1,0,14,16608,0
16608,30,23,52,39,25,7,1,0,39,25,1610612747,21000143,3,39,38,1220,1,0,4,7,1,0,14,16609,1
16610,88,-29,116,15,33.44888431,2,1,0,61.2,31,1610612747,21000143,3,43,38,1220,2,0,4,2,1,0,14,16611,1
16612,212,211,146,35,45,4,2,0,35,45,1610612747,21000143,3,39,38,1220,4,3,1,4,2,0,9,16613,1
16613,214,155,220,14,46,4,15.99410934,0,14,76.4,1610612747,21000143,3,39,38,1220,4,3,1,4,2,0,14,16614,0
16614,216,65,3,57,26,3,2,0,57,26,1610612747,21000143,3,39,38,1220,1,0,4,3,2,0,14,16615,0
16615,231,209,80,34,42,2,2,46.35232,34,42,1610612747,21000143,3,12,38,1220,3,4,2,2,2,0,14,16616,0
16617,274,113,91.1269335,6,36,10,3,76.928,6,110.728,1610612747,21000143,3,39,38,1220,3,0,2,10,3,0,14,16618,1
16618,316,-153,53,20,36,5,3,0,20,36,1610612747,21000143,3,35,38,1220,3,2,2,5,3,0,14,16619,0
16619,335,-2,48,28.32938185,24,18.20461483,69.36,73.8,45,24,1610612747,21000143,3,44,38,1220,1,0,4,3,3,0,14,16620,1
16620,443,13,88,1,28,7,4,133.608,108.7856,50.4,1610612747,21000143,3,43,38,1220,2,0,4,7,4,0,14,16621,0
16621,488,-62,112,48,33.44888431,2,24.6,0,48,32,1610612747,21000143,3,39,38,1220,2,0,4,2,4,0,14,16622,0
16622,510,64,312,30,51,0,4,0,71.7856,51,1610612747,21000143,3,39,38,1220,4,0,1,0,4,0,14,16623,0
16623,513,155,213,26,46,0,4,0,26,11.4,1610612747,21000143,3,39,38,1220,4,3,1,0,4,0,14,16624,0
16625,535,-15,25,11,22,18.20461483,4,0,11,22,1610612747,21000143,3,4,38,1220,1,0,3,0,4,0,14,16626,1
16626,547,-4,72,4,27,0,57.36,0,4,27,1610612747,21000143,3,39,38,1220,1,0,4,0,4,0,9,16627,1
16627,7,6,91.1269335,26,21,11,1,57.928,26,21,1610612747,21000155,3,39,32,1221,1,0,3,11,1,0,14,16628,1
16628,19,165,211,37,46,9,1,116.928,37,46,1610612747,21000155,3,39,32,1221,4,3,1,9,1,0,14,16629,0
16629,21,18,6,27,21,9,1,0,27,21,1610612747,21000155,4,39,32,1221,1,0,3,9,1,0,14,16630,1
16630,24,-166,91.1269335,48,39,8,1,0,48,39,1610612747,21000155,3,39,32,1221,3,2,2,0,3,0,14,16631,1
16632,60,108,145,31,38,3,1,0,31,38,1610612747,21000155,3,39,32,1221,3,3,2,3,1,0,14,16633,0
16634,200,47,60,29,27,5,2,16.59940165,29,27,1610612747,21000155,2,39,32,1221,1,0,4,5,2,0,9,16635,0
16635,221,154,7,23,33.44888431,3,2,0,132.7856,38.8018519,1610612747,21000155,3,39,32,1221,1,4,2,3,2,0,9,16636,1
16636,234,64,-3,41,26,31.64,2,45.928,41,26,1610612747,21000155,3,18,32,1221,1,0,4,1,2,0,14,16637,1
16637,242,102,36,23,30,0,2,17.8,23,30,1610612747,21000155,3,39,32,1221,2,4,2,0,2,0,14,16638,0
16638,245,2,343,0,54,0,15.99410934,0,28.2,68.4,1610612747,21000155,3,39,32,1221,1,0,1,0,2,0,14,16639,0
16639,253,67,159,20,37,11,3,0,20,37,1610612747,21000155,3,51,32,1221,3,3,2,11,3,0,14,16640,0
16640,263,-117,67,46,33,104.2,3,0,49.7856,33,1610612747,21000155,3,39,32,1221,2,2,2,9,3,0,14,16641,0
16641,299,78,135,3,35,7,3,16.59940165,3,64.4,1610612747,21000155,3,36,32,1221,2,4,4,7,3,0,14,16642,1
16642,309,-196,198,26,47,5,3,76.608,26,47,1610612747,21000155,3,6,32,1221,4,1,1,5,3,0,9,16643,0
16643,324,2,91.1269335,44,20,3,3,0,39.02730256,20,1610612747,21000155,3,39,32,1221,1,0,3,3,3,0,14,16644,1
16644,341,89,242,43,45,2,15.99410934,0,43,45,1610612747,21000155,3,39,32,1221,4,3,1,2,3,0,14,16645,0
16645,358,114,30,0,31,2,3,16.59940165,0,31,1610612747,21000155,3,39,32,1221,1,4,2,2,3,0,14,16646,1
16646,249.576028,9,205,26,40,4,4,0,26,40,1610612747,21000155,3,39,32,1221,3,0,2,4,4,0,14,16647,0
16647,249.576028,118,64,44,33,1,68.36,0,44,55.4,1610612747,21000155,3,38,32,1221,2,4,2,1,4,0,9,16648,0
16648,525,7.383876043,47,53,28,0,4,0,53,28,1610612747,21000155,3,2,32,1557,2,4,4,0,4,0,14,16649,1
16650,17,0,1,8,20,10,1,0,63.2,38.8018519,1610612747,21000161,3,4,34,1222,1,0,3,10,1,0,14,16651,1
16652,26,-220,157,50,47,8,1,0,50,43.4,1610612747,21000161,3,47,34,1222,4,1,1,8,1,0,14,16653,1
16657,189,1,91.1269335,14,20,6,74.36,81.608,14,30.4,1610612747,21000161,3,39,34,1557,1,0,3,6,2,0,14,16658,1
16658,193,17,58,14,26,101.2,2,0,14,26,1610612747,21000161,0,39,34,1222,1,0,4,5,2,0,14,16659,1
16662,249.576028,48,263,1,46,0,2,135.35232,1,46,1610612747,21000161,3,39,34,1222,4,0,1,0,2,0,14,16663,0
16663,247,-11,269,16,46,48.64,3,0,16,46,1610612747,21000161,3,39,34,1222,4,0,1,11,3,0,14,16664,1
16664,250,228,113,40,45,10,106.36,0,40,45,1610612747,21000161,3,39,34,1222,4,3,1,10,3,0,14,16665,0
16665,280,7.383876043,74,5,29,27.64,3,0,93.2,29,1610612747,21000161,3,39,34,1222,2,2,4,8,3,0,14,16666,1
16667,312,194,8,34,39,4,15.99410934,133.608,34,39,1610612747,21000161,3,39,38,1222,3,4,2,4,3,0,9,16668,1
16669,354,140,220,55,46,0,3,0,55,58.4,1610612747,21000161,3,5,34,1222,4,3,1,0,3,0,14,16670,0
16670,12,116,175,55,40,10,92.6,0,55,40,1610612747,21000176,3,44,39,1223,3,3,2,10,1,0,14,16671,0
16671,28,147,36,50,35,8,1,43.8,50,35,1610612747,21000176,3,39,39,1223,2,4,2,8,1,0,14,16672,1
16673,54,162,25,56,36,4,1,0,56,36,1610612747,21000176,3,39,39,1223,3,4,2,4,1,0,14,16674,0
16676,177,-125,134,46,38,6,2,0,46,38,1610612747,21000176,3,39,39,1223,3,1,2,6,2,0,14,16677,1
16679,213,-191,156,40,44,3,2,0,95.7856,44,1610612747,21000176,3,39,39,1223,1,1,2,3,2,0,14,16680,0
16680,220,146,64,42,35,71.64,2,0,91.2,35,1610612747,21000176,3,25,39,1223,2,4,2,0,2,0,14,16681,0
16681,228,29,28,21,24,2,50.36,0,21,56.4,1610612747,21000176,3,30,39,1223,1,0,4,2,2,0,14,16682,0
16682,239,7.383876043,154,14,38,103.64,50.36,51.928,14,38,1610612747,21000176,3,39,39,1223,3,3,2,1,2,0,14,16683,1
16683,241,7.383876043,123,46,35,0,2,38.8,46,35,1610612747,21000176,3,39,39,1223,2,4,2,0,2,0,14,16684,1
16684,248,-122,75,2,33.44888431,117.64,2,0,2,34,1610612747,21000176,3,34,39,1223,2,2,2,0,2,0,14,16685,0
16685,256,173,0,19,37,11,3,0,19,37,1610612747,21000176,3,39,39,1223,3,4,2,11,3,0,14,16686,0
16686,260,-120,22,47,32,83.64,14.6,0,47,32,1610612747,21000176,3,39,39,1223,2,2,2,10,3,0,14,16687,0
16687,249.576028,-8,0,42,20,9,3,0,42,20,1610612747,21000176,3,32,39,1223,1,0,3,9,3,0,14,16688,1
16688,282,-62,61,8,28,9,65.6,0,8,28,1610612747,21000176,3,39,39,1223,2,2,4,9,3,0,14,16689,0
16689,321,-30,25,59,33.44888431,5,3,0,59,23,1610612747,21000176,4,39,39,1223,1,0,3,5,3,0,14,16690,1
16690,327,121,124,51,37,4,3,0,51,37,1610612747,21000176,3,28,39,1223,3,3,2,4,3,0,14,16691,0
16691,342,11,9,39,21,4,3,79.928,39,21,1610612747,21000176,4,39,39,1223,1,0,3,4,3,0,14,16692,1
16693,434,75,97,32,32,8,15.99410934,0,32,78.728,1610612747,21000176,3,39,39,1223,2,4,4,8,4,0,9,16694,0
16694,451,-32,89,52,29,6,4,65.928,52,29,1610612747,21000176,3,2,39,1223,2,0,4,6,4,0,14,16695,0
16695,466,23,12,3,22,18.20461483,4,0,3,22,1610612747,21000176,4,39,39,1223,1,0,3,6,4,0,14,16696,0
16696,468,78,15,57,27,5,4,16.59940165,140.7856,27,1610612747,21000176,3,37,39,1223,1,0,4,5,4,0,14,16697,0
16697,6,-18,47,30,25,11,1,16.59940165,30,25,1610612747,21000194,3,39,11,1224,1,0,4,11,1,0,14,16698,0
16698,21,6,58,23,25,10,1,0,23,25,1610612747,21000194,3,39,11,1224,1,0,4,10,1,0,14,16699,1
16699,63,-150,61,22,36,73.64,1,0,22,36,1610612747,21000194,3,39,11,1224,3,0,2,5,1,0,9,16700,1
16701,75,-7,20,56,22,52.2,1,113.8,56,31.4,1610612747,21000194,3,39,11,1224,1,0,3,3,1,0,14,16702,0
16702,78,2,91.1269335,52,21,3,1,72.8,52,21,1610612747,21000194,3,52,38,1224,1,0,3,3,1,0,14,16703,0
16703,83,-10,31,23,23,3,1,83.8,23,23,1610612747,21000194,3,4,11,1224,1,0,3,3,1,0,14,16704,1
16704,92,23,12,29,22,94.64,50.36,54.8,29,22,1610612747,21000194,4,39,11,1224,1,0,3,2,1,0,14,16705,1
16705,249.576028,-9,48,49,24,3,1,0,49,24,1610612747,21000194,3,27,11,1224,1,0,4,3,1,0,14,16706,0
16706,192,-76,184,43,33.44888431,5,2,121.608,43,39,1610612747,21000194,3,39,11,1224,3,1,2,5,2,0,14,16707,1
16707,194,-81,252,7,46,5,2,56.928,7,70.4,1610612747,21000194,3,4,11,1224,1,0,1,5,2,0,14,16708,0
16709,250,72,178,45,39,11,3,0,45,22.4,1610612747,21000194,3,36,11,1224,3,3,2,11,3,0,14,16710,0
16710,300,-8,277,21,33.44888431,6,3,0,21,47,1610612747,21000194,3,20,11,1224,4,0,1,6,3,0,14,16711,0
16711,333,-103,119,28.32938185,35,4,3,0,10,57.728,1610612747,21000194,3,17,11,1224,2,2,2,4,3,0,14,16712,0
16712,340,15,17,28.32938185,22,3,3,0,60.2,22,1610612747,21000194,3,39,11,1224,1,0,3,3,3,0,14,16713,1
16713,2,-76,156,43,37,11,1,0,43,37,1610612747,21000208,3,40,10,1225,3,1,2,0,3,0,14,16714,1
16715,28,-51,121,34,33,18.20461483,1,0,34,33,1610612747,21000208,3,39,10,1225,1,0,4,8,1,0,14,16716,0
16716,66,2,42,42,24,5,1,0,42,24,1610612747,21000208,4,39,10,1225,1,0,4,5,3,0,14,16717,1
16717,88,-67,33,42,27,3,1,0,62.2,54.4,1610612747,21000208,3,39,10,1225,1,0,4,3,1,0,14,16718,0
16718,180,-106,85,6,33,7,48.36,0,6,46.4,1610612747,21000208,3,39,10,1225,2,0,2,7,2,0,14,16719,0
16719,211,72,91.1269335,42,29,4,2,55.35232,42,29,1610612747,21000208,3,39,10,1225,2,4,4,0,2,0,9,16720,1
16720,216,-127,91.1269335,14,32,4,74.36,0,14,32,1610612747,21000208,3,39,10,1557,2,2,2,4,2,0,14,16721,0
16722,249.576028,7.383876043,31,27,32,4,3,0,27,32,1610612747,21000208,3,43,10,1225,2,2,2,0,3,0,14,16723,1
16724,369,7.383876043,189,13,39,2,3,16.59940165,42.2,39,1610612747,21000208,3,38,10,1225,3,0,2,2,3,0,14,16725,0
16725,445,-175,200,28,46,8,4,0,28,46,1610612747,21000208,3,39,10,1225,4,1,1,8,4,0,14,16726,0
16727,492,7.383876043,6,53,31,3,4,0,53,31,1610612747,21000208,3,39,10,1225,2,4,2,3,4,0,14,16728,0
16728,498,-112,71,19,33,110.64,4,104.8,19,38.8018519,1610612747,21000208,3,15,10,1225,2,2,2,3,4,0,14,16729,0
16729,521,-160,160,25,42,1,65.36,0,39.02730256,42,1610612747,21000208,3,39,10,1225,3,1,2,1,4,0,14,16730,0
16730,525,54,20,50,25,0,4,0,39.02730256,25,1610612747,21000208,3,39,10,1225,1,0,4,0,4,0,14,16731,0
16731,17,189,82,2,40,18.20461483,101.36,0,2,40,1610612747,21000231,3,2,43,1226,3,4,2,9,1,0,14,16732,0
16732,26,-75,74,41,33.44888431,7,15.99410934,0,41,30,1610612747,21000231,3,39,43,1226,2,2,4,7,3,0,14,16733,1
16733,48,0,15,26,21,5,102.36,0,26,21,1610612747,21000231,3,46,43,1226,1,0,3,5,1,0,14,16734,1
16735,62,-174,39,22,37,4,15.99410934,0,79.2,37,1610612747,21000231,3,18,43,1557,3,2,2,4,1,0,9,16736,0
16736,76,-37,60,42,27,2,1,0,70.2,27,1610612747,21000231,3,38,43,1557,1,0,4,2,1,0,14,16737,1
16737,178,54,31,54,26,5,2,69.8,116.7856,26,1610612747,21000231,3,28,43,1226,1,0,4,5,2,0,9,16738,0
16738,194,132,30,59,33,4,2,0,59,33,1610612747,21000231,3,38,43,1226,2,4,2,4,2,0,14,16739,0
16739,230,64,104,7,32,2,2,0,7,26.728,1610612747,21000231,3,43,43,1226,2,4,4,2,3,0,14,16740,0
16741,249,0,78,36,27,0,2,0,36,27,1610612747,21000231,3,39,43,1226,1,0,4,0,2,0,14,16742,0
16742,258,206,123,1,43,0,2,0,1,43,1610612747,21000231,3,32,43,1226,4,3,1,0,2,0,9,16743,0
16743,264,-149,99,42,37,11,74.36,51.928,42,89.728,1610612747,21000231,3,39,43,1226,1,2,2,11,3,0,14,16744,1
16744,297,6,48,14,24,18.20461483,3,0,14,24,1610612747,21000231,3,36,43,1226,1,0,4,7,3,0,14,16745,0
16745,303,-57,52,8,27,6,15.99410934,0,8,27,1610612747,21000231,3,39,43,1226,1,0,4,6,3,0,14,16746,0
16747,325,58,22,14,33.44888431,3,3,0,14,26,1610612747,21000231,3,39,43,1226,1,0,4,3,3,0,14,16748,1
16748,429,-152,186,57,33.44888431,68.64,4,28.8,57,44,1610612747,21000231,3,36,43,1226,4,1,1,4,3,0,14,16749,1
16749,431,-153,198,18,45,4,4,0,18,45,1610612747,21000231,3,39,43,1226,4,1,2,4,4,0,9,16750,1
16750,433,-87,110,33,34,3,4,0,33,38.8018519,1610612747,21000231,3,39,43,1557,2,2,2,3,4,0,14,16751,1
16752,3,81,137,26,35,11,1,64.608,26,35,1610612747,21000249,3,38,14,1227,2,4,2,11,3,0,14,16753,1
16753,7,-64,17,50,26,75.64,1,0,50,26,1610612747,21000249,3,39,14,1227,1,0,2,10,1,0,14,16754,0
16754,10,-95,91.1269335,14,29,10,1,0,14,38.8018519,1610612747,21000249,3,39,14,1227,2,2,2,10,1,0,14,16755,0
16755,249.576028,7,28,58,22,9,1,71.608,58,22,1610612747,21000249,3,4,14,1227,1,0,3,9,1,0,14,16756,1
16756,44,9,23,34,22,18.20461483,1,0,34,22,1610612747,21000249,4,39,14,1227,1,0,3,6,1,0,14,16757,0
16758,62,6,20,32,22,4,1,0,32,104.728,1610612747,21000249,4,39,14,1227,1,0,3,4,1,0,14,16759,1
16759,90,-141,162,11,41,60.64,1,0,11,41,1610612747,21000249,3,37,14,1227,3,1,2,2,1,0,14,16760,0
16760,103,4,52,43,25,0,1,0,104.2,25,1610612747,21000249,3,39,14,1227,1,0,4,0,1,0,14,16761,0
16761,105,6,19,42,21,0,1,110.608,42,21,1610612747,21000249,3,39,14,1227,1,0,3,0,1,0,9,16762,0
16762,114,67,110,15,33.44888431,0,1,0,15,32,1610612747,21000249,3,15,14,1227,2,4,4,0,1,0,14,16763,1
16763,229,-2,91.1269335,13,33,2,2,0,13,33,1610612747,21000249,3,39,14,1227,2,0,4,2,2,0,14,16764,1
16765,255,94,246,10,46,0,15.99410934,0,10,46,1610612747,21000249,3,36,14,1227,4,3,1,0,2,0,14,16766,1
16766,261,-106,149,45,33.44888431,11,3,0,45,38,1610612747,21000249,3,38,14,1227,3,1,2,11,3,0,14,16767,0
16767,318,-7,20,32,22,6,3,0,26.2,22,1610612747,21000249,4,39,14,1227,1,0,3,6,3,0,9,16768,0
16768,346,-73,246,5,45,47.2,3,101.8,5,45,1610612747,21000249,3,10,14,1227,4,0,1,4,3,0,9,16769,1
16769,349,-8,261,32,46,18.20461483,3,16.59940165,39.02730256,31.4,1610612747,21000249,3,39,14,1227,4,0,1,3,3,0,14,16770,0
16771,369,154,0,41,35,1,3,0,41,16.4,1610612747,21000249,3,39,14,1227,2,4,2,1,3,0,14,16772,1
16772,385,124,-2,28,33.44888431,0,3,0,101.7856,32,1610612747,21000249,3,43,14,1557,2,4,2,0,3,0,9,16773,0
16773,387,-16,23,8,22,0,74.36,109.608,8,22,1610612747,21000249,4,39,14,1227,1,0,3,0,3,0,9,16774,1
16774,444,-174,83,24,39,8,4,0,24,39,1610612747,21000249,3,39,14,1227,3,2,2,8,4,0,9,16775,0
16775,466,92,172,31,39,6,4,0,31,39,1610612747,21000249,3,9,14,1227,3,3,2,6,4,0,14,16776,0
16776,249.576028,13,42,31,24,4,4,43.8,31,24,1610612747,21000249,3,27,14,1227,1,0,4,4,4,0,14,16777,1
16777,493,231,-11,42,43,3,4,0,42,43,1610612747,21000249,3,39,14,1227,4,4,7,3,4,0,14,16778,0
16778,495,241,3,37,44,40.64,4,0,37,44,1610612747,21000249,3,10,14,1227,4,4,7,3,4,0,14,16779,0
16779,497,7.383876043,12,29,22,3,4,16.59940165,50.2,22,1610612747,21000249,3,39,14,1227,1,0,3,3,4,0,14,16780,1
16780,507,69,19,43,27,39.64,4,0,43,31.4,1610612747,21000249,3,44,14,1557,1,0,4,1,4,0,9,16781,1
16781,512,-131,91,7,35,1,22.36,0,7,68.4,1610612747,21000249,3,39,14,1227,2,0,2,1,4,0,9,16782,1
16782,515,13,19,35,22,0,4,0,35,22,1610612747,21000249,4,39,14,1227,1,0,3,0,4,0,14,16783,0
16783,527,100,242,9,33.44888431,0,4,0,9,36.4,1610612747,21000249,3,33,14,1557,4,3,1,0,4,0,14,16784,0
16785,13,69,83,58,30,10,1,40.608,55.7856,30,1610612747,21000258,3,51,19,1228,2,4,4,10,1,0,14,16786,0
16786,18,-142,148,28.32938185,40,18.20461483,46.36,0,35,40,1610612747,21000258,3,55,38,1228,3,1,2,9,3,0,14,16787,0
16787,22,-5,15,11,21,9,1,0,11,21,1610612747,21000258,4,39,19,1228,1,0,3,9,1,0,14,16788,1
16788,25,22,91.1269335,48,22,8,1,73.928,48,22,1610612747,21000258,4,39,19,1228,1,0,3,8,1,0,14,16789,0
16789,28,0,4,21,20,8,58.36,0,21,20,1610612747,21000258,4,39,19,1228,1,0,3,8,1,0,14,16790,1
16790,35,-4,126,28.32938185,32,7,1,0,3,32,1610612747,21000258,3,39,19,1228,2,0,4,0,1,0,14,16791,0
16791,64,17,17,51,22,3,1,0,58.2,22,1610612747,21000258,3,39,38,1228,1,0,3,3,1,0,9,16792,1
16793,145,-97,241,52,45,8,2,0,52,40.4,1610612747,21000258,3,41,19,1228,4,1,1,8,2,0,14,16794,1
16794,148,29,91.1269335,19,25,8,2,0,122.7856,57.4,1610612747,21000258,3,44,19,1228,1,0,4,8,2,0,9,16795,1
16795,188,-166,19,56,36,4,35.36,0,56,92.4,1610612747,21000258,3,15,19,1228,3,2,2,4,2,0,14,16796,0
16796,193,-172,222,28.32938185,48,4,2,0,20,48,1610612747,21000258,3,39,19,1228,1,1,1,4,2,0,9,16797,0
